,title,release_date,genre_ids,vote_average,vote_count,popularity,id
1336,The Protégé,2021-08-20,"[28, 53]",6.591,897,26.016,645788
1337,Things Heard & Seen,2021-04-29,[27],5.7,885,13.367,631060
1338,Willy's Wonderland,2021-02-12,"[28, 27, 35]",6.06,881,32.619,643586
1339,The Witcher: Nightmare of the Wolf,2021-08-23,"[16, 28, 14]",7.54,873,26.413,666243
1340,The Card Counter,2021-09-10,"[18, 53]",6.162,873,20.49,643532
1341,The White Tiger,2021-01-13,[18],6.96,825,13.831,628534
1342,One Shot,2021-11-05,[28],6.759,821,26.639,811592
1343,Moxie,2021-03-03,"[35, 18, 10402]",7.342,769,26.283,583689
1344,Voyagers,2021-04-09,"[878, 53]",5.969,751,19.967,597890
1345,The Voyeurs,2021-08-25,[53],6.659,744,62.63,645710
1346,Peter Rabbit 2: The Runaway,2021-06-18,"[10751, 35, 12, 16, 14]",7.126,740,40.068,522478
1347,Injustice,2021-10-09,"[16, 878, 14, 28]",7.417,740,19.488,831405
1348,Till Death,2021-07-02,"[27, 53]",6.744,739,13.139,672741
1349,Night Teeth,2021-10-20,"[27, 53, 28]",6.4,723,18.484,669671
1350,Mother/Android,2021-12-17,"[878, 53]",5.823,697,20.898,739413
1351,Back to the Outback,2021-12-03,"[16, 10751, 12, 35]",7.746,696,22.239,770254
1352,The Map of Tiny Perfect Things,2021-02-12,"[14, 10749]",7.155,695,13.226,672647
1353,Vacation Friends,2021-08-27,[35],7.129,692,35.543,653349
1354,The Tragedy of Macbeth,2021-12-05,"[18, 10752]",6.9,686,21.071,591538
1355,Copshop,2021-09-17,"[53, 80, 28]",6.2,675,19.622,738652
1356,Vivo,2021-07-30,"[16, 10751, 35]",7.315,674,26.181,449406
1357,In the Heights,2021-06-10,"[18, 10749]",7.217,658,18.243,467909
1358,"The Simpsons: The Good, the Bart, and the Loki",2021-07-07,"[16, 35, 10751]",7.3,643,27.823,846214
1359,Ciao Alberto,2021-11-12,"[16, 35, 10751, 14]",7.4,638,17.573,876716
1360,Intrusion,2021-09-22,"[53, 18]",5.975,628,9.596,785752
1361,No Sudden Move,2021-06-18,"[80, 18, 9648]",6.385,625,19.267,649409
1362,Time Is Up,2021-09-09,"[10749, 18]",6.481,623,14.341,763148
1363,There's Someone Inside Your House,2021-09-24,[27],5.424,620,14.69,512025
1364,C'mon C'mon,2021-11-19,[18],7.3,617,16.565,632617
1365,Girl in the Basement,2021-02-27,"[53, 80, 10770]",7.703,617,40.158,801335
1366,Paranormal Activity: Next of Kin,2021-10-29,"[27, 9648]",6.14,608,20.677,609972
1367,The Many Saints of Newark,2021-10-01,"[80, 18]",6.4,602,22.7,524369
1368,No One Gets Out Alive,2021-09-29,"[27, 53, 9648]",5.852,593,28.276,740925
1369,Home Sweet Home Alone,2021-11-12,"[35, 80, 10751]",4.919,577,32.946,654974
1370,Bliss,2021-02-05,"[878, 10749, 18]",5.518,577,13.528,613911
1371,Being the Ricardos,2021-12-10,"[18, 36]",6.518,575,12.038,517088
1372,"Batman: The Long Halloween, Part One",2021-06-22,"[16, 9648, 28, 80]",7.472,570,15.488,736073
1373,Aftermath,2021-08-04,"[27, 80, 18, 53]",6.3,559,14.301,763149
1374,Apex,2021-11-12,"[28, 53, 878]",5.239,548,21.608,763164
1375,The Eyes of Tammy Faye,2021-09-17,"[18, 36]",6.5,545,15.263,601470
1376,Shiva Baby,2021-04-02,"[35, 18]",7.2,534,13.169,664300
1377,Justice Society: World War II,2021-04-27,"[16, 10752, 878]",7.477,521,19.708,736069
1378,Cosmic Sin,2021-03-12,"[28, 12, 878]",4.09,513,20.667,681887
1379,Prisoners of the Ghostland,2021-09-17,"[28, 14, 27]",5.071,513,15.178,523638
1380,Avatar: The Way of Water,2022-12-16,"[878, 12, 28]",7.634,10833,229.518,76600
1381,The Batman,2022-03-04,"[80, 9648, 53]",7.689,9192,135.045,414906
1382,Doctor Strange in the Multiverse of Madness,2022-05-06,"[14, 28, 12]",7.323,8405,110.63,453395
1383,Top Gun: Maverick,2022-05-27,"[28, 18]",8.232,8233,134.373,361743
1384,Puss in Boots: The Last Wish,2022-12-21,"[16, 12, 14, 35, 28, 10751]",8.249,6990,185.429,315162
1385,Thor: Love and Thunder,2022-07-07,"[14, 28, 35]",6.483,6920,116.772,616037
1386,Prey,2022-08-02,"[53, 28, 878]",7.737,6139,127.041,766507
1387,Black Panther: Wakanda Forever,2022-11-11,"[28, 12, 878]",7.147,5915,148.188,505642
1388,Black Adam,2022-10-21,"[28, 12, 878]",6.971,5810,106.789,436270
1389,Everything Everywhere All at Once,2022-03-25,"[28, 12, 878]",7.808,5753,94.29,545611
1390,Jurassic World Dominion,2022-06-10,"[12, 28, 878]",6.735,5568,137.543,507086
1391,Uncharted,2022-02-18,"[28, 12]",6.971,5412,61.528,335787
1392,Bullet Train,2022-08-05,"[28, 35, 53]",7.49,5298,64.293,718930
1393,Glass Onion: A Knives Out Mystery,2022-11-23,"[35, 80, 9648]",7.052,4922,74.806,661374
1394,Sonic the Hedgehog 2,2022-04-08,"[28, 12, 10751, 35]",7.533,4560,99.431,675353
1395,The Black Phone,2022-06-24,"[27, 53]",7.652,4450,39.233,756999
1396,The Menu,2022-11-18,"[35, 53, 27]",7.2,4163,49.498,593643
1397,Fantastic Beasts: The Secrets of Dumbledore,2022-04-15,"[14, 12]",6.686,4077,90.707,338953
1398,The Adam Project,2022-03-11,"[12, 878]",7.049,3984,39.536,696806
1399,Morbius,2022-04-01,"[28, 878, 14]",6.07,3954,72.845,526896
1400,The Northman,2022-04-22,"[28, 12, 14]",7.1,3882,49.023,639933
1401,M3GAN,2023-01-06,"[878, 27]",7.13,3573,61.964,536554
1402,Nope,2022-07-22,"[27, 878, 9648]",6.885,3544,33.819,762504
1403,Fall,2022-08-12,[53],7.216,3485,100.164,985939
1404,The Whale,2022-12-09,[18],7.896,3381,44.137,785084
1405,Death on the Nile,2022-02-11,"[9648, 80, 53]",6.446,3347,39.062,505026
1406,The Gray Man,2022-07-15,"[28, 53]",6.972,3295,38.422,725201
1407,Minions: The Rise of Gru,2022-07-01,"[16, 35, 10751]",7.344,3269,114.344,438148
1408,The Lost City,2022-03-25,"[28, 12, 35]",6.552,3254,50.574,752623
1409,Lightyear,2022-06-17,"[16, 28, 12, 10751, 878]",7.011,3214,45.166,718789
1410,Harry Potter 20th Anniversary: Return to Hogwarts,2022-01-01,[99],7.303,3160,44.527,899082
1411,Elvis,2022-06-24,"[18, 10402]",7.564,3009,38.405,614934
1412,Scream,2022-01-14,"[27, 9648, 53]",6.685,2985,64.784,646385
1413,Moonfall,2022-02-04,"[878, 12, 28]",6.345,2843,66.658,406759
1414,Guillermo del Toro's Pinocchio,2022-11-18,"[16, 14, 18, 10751]",8.128,2666,50.351,555604
1415,X,2022-03-18,"[27, 53, 9648]",6.749,2613,75.855,760104
1416,Babylon,2022-12-23,"[18, 35]",7.43,2612,62.26,615777
1417,Smile,2022-09-30,"[27, 9648, 53]",6.693,2587,51.446,882598
1418,The Banshees of Inisherin,2022-10-21,"[18, 35]",7.465,2375,47.547,674324
1419,Hustle,2022-06-03,"[18, 35]",7.771,2299,45.173,705861
1420,Purple Hearts,2022-07-29,"[10749, 18]",8.145,2272,34.574,762975
1421,A Man Called Otto,2022-12-30,"[35, 18]",7.784,2203,41.977,937278
1422,Don't Worry Darling,2022-09-23,"[53, 9648, 18]",6.8,2087,28.651,619730
1423,The Fabelmans,2022-11-11,[18],7.672,2013,26.723,804095
1424,Barbarian,2022-09-09,"[27, 9648, 53]",6.913,1933,24.144,913290
1425,Ambulance,2022-04-08,"[53, 28]",6.686,1880,41.323,763285
1426,Violent Night,2022-12-02,"[28, 35, 80, 14]",7.395,1866,54.93,899112
1427,The Woman King,2022-09-16,"[28, 18, 36]",7.698,1860,65.978,724495
1428,Samaritan,2022-08-25,"[878, 80, 28]",6.747,1840,36.547,629176
1429,The Bad Guys,2022-04-22,"[16, 28, 12, 10751]",7.571,1823,47.579,629542
1430,The Guardians of the Galaxy Holiday Special,2022-11-25,"[35, 878, 12]",7.188,1781,39.602,774752
1431,Day Shift,2022-08-10,"[28, 14, 27, 35]",6.817,1779,33.774,755566
1432,Hotel Transylvania: Transformania,2022-02-25,"[16, 35, 10751, 12, 14]",7.005,1752,96.067,585083
1433,The Unbearable Weight of Massive Talent,2022-04-22,"[28, 35, 80]",6.787,1726,40.057,648579
1434,The Pale Blue Eye,2022-12-23,"[53, 80, 27, 9648]",6.865,1618,24.041,800815
1435,The Ice Age Adventures of Buck Wild,2022-01-28,"[16, 35, 12, 10751]",6.6,1616,50.439,774825
1436,Terrifier 2,2023-11-08,"[27, 53]",6.8,1586,75.886,663712
1437,Halloween Ends,2022-10-14,"[27, 53]",6.15,1567,37.743,616820
1438,Luck,2022-07-30,"[16, 12, 35, 14]",7.816,1563,65.679,585511
1439,Hocus Pocus 2,2022-09-27,"[14, 35, 10751]",7.287,1539,46.69,642885
1440,Pinocchio,2022-09-07,"[14, 12, 10751]",6.398,1488,37.68,532639
1441,Where the Crawdads Sing,2022-07-15,"[18, 9648, 10749]",7.6,1461,24.238,682507
1442,DC League of Super-Pets,2022-07-29,"[16, 28, 10751, 35, 878]",7.291,1423,38.056,539681
1443,Spiderhead,2022-06-15,"[878, 53]",5.812,1424,29.949,615469
1444,Dog,2022-02-18,"[18, 35]",7.351,1401,40.902,626735
1445,Fresh,2022-03-03,"[27, 53]",6.998,1379,34.381,787752
1446,Beast,2022-08-19,"[53, 28, 27]",6.69,1374,63.137,760741
1447,Memory,2022-04-29,"[28, 53, 80]",6.848,1367,52.054,818397
1448,The Sea Beast,2022-06-24,"[16, 12, 10751, 14]",7.391,1334,36.124,560057
1449,Texas Chainsaw Massacre,2022-02-18,"[27, 53]",5.193,1328,23.947,632727
1450,Amsterdam,2022-09-27,"[9648, 36, 53, 35, 80]",6.068,1311,22.047,664469
1451,Pearl,2022-09-16,"[18, 27]",7.3,1290,41.191,949423
1452,Blonde,2022-09-16,[18],6.042,1229,27.373,301502
1453,Enola Holmes 2,2022-11-04,"[12, 9648, 80]",7.4,1214,34.49,829280
1454,Deep Water,2022-03-18,"[18, 9648, 53]",5.774,1204,67.779,619979
1455,Werewolf by Night,2022-09-25,"[28, 14, 27]",7.011,1144,28.071,894205
1456,Bones and All,2022-11-18,"[18, 27, 10749]",7.084,1145,23.226,791177
1457,Strange World,2022-11-23,"[16, 10751, 12, 878, 14]",6.377,1139,31.123,877269
1458,Chip 'n Dale: Rescue Rangers,2022-05-18,"[16, 10751, 35, 12, 9648]",7.002,1126,37.998,420821
1459,Three Thousand Years of Longing,2022-08-31,"[18, 12, 14, 10749]",6.889,1120,34.13,556694
1460,After Ever Happy,2022-09-07,"[10749, 18]",6.831,1118,70.979,744276
1461,The Good Nurse,2022-10-19,"[18, 80, 9648]",6.925,1115,22.128,541134
1462,Thirteen Lives,2022-07-29,"[18, 53]",7.907,1113,21.5,698948
1463,The School for Good and Evil,2022-10-19,"[14, 35, 12, 18]",7.076,1105,43.86,779782
1464,Aftersun,2022-10-21,[18],7.684,1076,40.293,965150
1465,Shotgun Wedding,2023-01-18,"[28, 35, 10749]",6.319,1061,73.139,758009
1466,TÁR,2022-10-07,"[18, 10402]",7.14,1058,30.327,817758
1467,No Exit,2022-02-25,"[53, 9648, 27]",6.915,1032,41.33,833425
1468,Blacklight,2022-02-11,"[28, 53, 18, 12]",6.204,1014,34.007,823625
1469,Emancipation,2022-12-02,"[18, 10752, 36]",7.869,1011,25.925,715931
1470,Disenchanted,2022-11-16,"[35, 10751, 14]",6.806,978,35.479,338958
1471,Obi-Wan Kenobi: A Jedi's Return,2022-09-08,[99],6.795,969,21.617,1015606
1472,The Exorcism of God,2022-03-11,"[27, 80, 18]",7.118,956,60.367,836225
1473,Ticket to Paradise,2022-10-21,"[18, 35, 10749]",6.561,941,19.974,800939
1474,Jeepers Creepers: Reborn,2022-09-19,"[27, 53, 9648]",5.499,917,44.999,717728
1475,The 355,2022-01-07,"[28, 53]",6.098,911,28.974,522016
1476,Marry Me,2022-02-11,"[10749, 35, 10402]",6.726,902,15.778,615904
1477,The Outfit,2022-03-18,"[80, 18, 53, 9648]",7.141,885,43.401,799876
1478,Bodies Bodies Bodies,2022-08-05,"[35, 27, 9648]",6.366,854,24.073,520023
1479,Last Seen Alive,2022-06-03,"[28, 53]",6.5,837,34.16,961484
1480,Prey for the Devil,2022-10-28,"[27, 53]",7.0,829,37.168,676547
1481,Me Time,2022-08-26,[35],5.939,808,24.67,862551
1482,The Contractor,2022-04-01,"[28, 12, 53]",6.381,809,28.029,628900
1483,Kimi,2022-02-10,"[80, 53, 18]",6.223,783,24.021,800510
1484,Do Revenge,2022-09-14,"[35, 53, 10749]",6.4,769,21.705,762968
1485,Slumberland,2022-11-09,"[10751, 14, 35]",7.409,761,19.261,668461
1486,Luckiest Girl Alive,2022-09-30,"[18, 53, 9648]",6.553,760,18.49,799546
1487,Senior Year,2022-05-11,[35],5.972,743,24.454,800937
1488,The Royal Treatment,2022-01-20,"[10749, 35]",6.676,737,11.889,790142
1489,Mr. Harrigan's Phone,2022-10-05,"[18, 53, 27, 9648]",6.444,737,24.501,723419
1490,The Princess,2022-06-16,"[28, 14]",6.862,730,28.898,759175
1491,Watcher,2022-06-03,"[18, 27, 9648, 53]",6.515,729,28.031,807356
1492,Jackass Forever,2022-02-04,"[35, 99]",6.867,713,16.817,656663
1493,Hellraiser,2022-09-28,"[27, 9648]",6.243,703,23.79,338947
1494,Falling for Christmas,2022-11-10,"[10749, 35, 10751]",6.3,692,13.534,833097
1495,Home Team,2022-01-28,"[10751, 35, 18]",6.709,690,24.764,817648
1496,Emily the Criminal,2022-08-12,"[80, 18, 53]",6.778,675,27.449,862965
1497,The Invitation,2022-08-26,"[27, 53]",6.204,673,37.468,830788
1498,The King's Daughter,2022-01-21,"[14, 12, 10751]",7.077,660,12.982,245842
1499,The In Between,2022-02-11,"[10749, 878, 18]",7.367,660,18.745,818750
1500,Return to Space,2022-04-07,[99],6.5,640,8.852,950445
1501,Firestarter,2022-05-13,"[878, 53, 27]",5.614,623,12.703,532710
1502,The Greatest Beer Run Ever,2022-09-30,"[18, 35, 10752]",7.619,622,21.875,597922
1503,My Policeman,2022-10-21,"[18, 10749]",7.752,619,15.421,744114
1504,Devotion,2022-11-23,"[10752, 18, 28]",7.2,617,34.968,653851
1505,White Noise,2022-11-25,"[35, 18]",5.584,605,14.526,744594
1506,Lou,2022-09-23,"[28, 53]",6.547,604,29.665,429473
1507,Operation Mincemeat,2022-05-06,"[10752, 36, 18]",6.528,602,15.343,661231
1508,Look Both Ways,2022-08-16,"[10749, 18, 35]",6.894,600,13.795,805327
1509,Metal Lords,2022-04-08,"[35, 18, 10402]",6.872,585,22.656,739993
1510,R.I.P.D. 2: Rise of the Damned,2022-11-15,"[28, 35, 14, 80]",6.4,545,64.401,1013860
1511,Persuasion,2022-07-01,"[10749, 18, 35]",5.977,532,14.411,820912
1512,Spirited,2022-11-10,[35],6.99,530,22.546,632856
1513,Father Stu,2022-04-13,[18],7.199,511,27.817,809140
1514,"Lyle, Lyle, Crocodile",2022-10-07,"[35, 10751, 10402]",7.157,505,40.644,830784
1515,The Super Mario Bros. Movie,2023-04-05,"[16, 10751, 12, 14, 35]",7.694,7999,248.652,502356
1516,Barbie,2023-09-22,"[35, 12]",7.127,7348,240.618,346698
1517,Guardians of the Galaxy Vol. 3,2023-05-05,"[878, 12, 28]",7.983,5893,186.604,447365
1518,John Wick: Chapter 4,2023-03-24,"[28, 53, 80]",7.755,5575,280.198,603692
1519,Fast X,2023-05-19,"[28, 80, 53]",7.148,4859,294.228,385687
1520,Ant-Man and the Wasp: Quantumania,2023-02-17,"[28, 12, 878]",6.369,4470,149.957,640146
1521,Transformers: Rise of the Beasts,2023-06-09,"[28, 12, 878]",7.362,4031,343.979,667538
1522,Elemental,2023-06-16,"[16, 35, 10751, 14, 10749, 12]",7.671,3676,204.641,976573
1523,The Flash,2023-06-16,"[28, 12, 878]",6.787,3581,296.501,298618
1524,Five Nights at Freddy's,2023-10-27,"[27, 9648]",7.692,3359,186.52,507089
1525,Mission: Impossible - Dead Reckoning Part One,2023-07-12,"[28, 53]",7.57,3061,238.08,575264
1526,Dungeons & Dragons: Honor Among Thieves,2023-03-31,"[12, 14, 35]",7.385,2978,91.545,493529
1527,Meg 2: The Trench,2023-08-04,"[28, 878, 27]",6.643,2912,268.263,615656
1528,Indiana Jones and the Dial of Destiny,2023-06-30,"[12, 28]",6.621,2791,187.763,335977
1529,Shazam! Fury of the Gods,2023-03-17,"[35, 28, 14]",6.598,2747,117.365,594767
1530,Evil Dead Rise,2023-04-21,"[27, 53]",6.965,2661,80.284,713704
1531,The Little Mermaid,2023-08-25,"[12, 10751, 14, 10749]",6.412,2599,143.518,447277
1532,No Hard Feelings,2023-06-23,"[35, 10749]",6.891,2416,82.184,884605
1533,The Pope's Exorcist,2023-04-14,"[27, 53]",7.0,2368,66.007,758323
1534,Killers of the Flower Moon,2023-10-20,"[80, 36, 18]",7.518,2361,185.89,466420
1535,The Equalizer 3,2023-09-01,"[28, 53, 80]",7.401,2263,317.024,926393
1536,Creed III,2023-03-03,"[18, 28]",7.136,2248,137.267,677179
1537,Scream VI,2023-03-10,"[27, 80, 53]",7.088,2233,82.433,934433
1538,The Creator,2023-09-29,"[28, 12, 878]",7.127,2208,375.862,670292
1539,Knock at the Cabin,2023-02-03,"[53, 9648, 27]",6.322,2184,79.518,631842
1540,Blue Beetle,2023-08-18,"[28, 878, 12]",6.868,2162,247.906,565770
1541,Extraction 2,2023-06-09,"[28, 53]",7.473,2119,149.237,697843
1542,Guy Ritchie's The Covenant,2023-04-21,"[10752, 28, 53]",7.802,2065,162.05,882569
1543,65,2023-03-10,"[878, 28, 12]",6.072,2034,47.078,700391
1544,Gran Turismo,2023-08-11,"[12, 28, 18]",7.936,1972,223.534,980489
1545,Sound of Freedom,2023-07-04,"[28, 18]",8.061,1961,211.148,678512
1546,Leave the World Behind,2023-11-22,"[18, 9648, 53, 878]",6.476,1853,91.784,726209
1547,A Haunting in Venice,2023-09-15,"[9648, 53, 80]",6.735,1790,79.334,945729
1548,Cocaine Bear,2023-02-24,"[53, 35, 80]",6.116,1751,78.568,804150
1549,The Hunger Games: The Ballad of Songbirds & Snakes,2023-11-17,"[18, 878, 28]",7.204,1756,769.463,695721
1550,The Nun II,2023-09-08,"[27, 9648]",6.813,1691,125.03,968051
1551,The Marvels,2023-11-10,"[878, 12, 28]",6.285,1716,1013.855,609681
1552,Aquaman and the Lost Kingdom,2023-12-22,"[28, 12, 14]",6.912,1685,723.507,572802
1553,Napoleon,2023-11-22,"[36, 10752, 28, 18]",6.512,1671,541.899,753342
1554,The Killer,2023-10-27,"[80, 53]",6.618,1621,51.755,800158
1555,Air,2023-04-05,[18],7.366,1619,35.098,964980
1556,Saltburn,2023-11-17,"[18, 35, 53]",7.1,1620,89.432,930564
1557,Ghosted,2023-04-18,"[28, 35, 10749]",7.004,1551,122.295,868759
1558,Murder Mystery 2,2023-03-28,"[9648, 35, 80]",6.458,1507,70.594,638974
1559,Saw X,2023-09-29,"[27, 53, 9648]",7.337,1494,110.958,951491
1560,Heart of Stone,2023-08-09,"[53, 28]",6.853,1483,186.761,724209
1561,Insidious: The Red Door,2023-07-07,"[27, 9648, 53]",6.68,1474,57.857,614479
1562,Rebel Moon - Part One: A Child of Fire,2023-12-15,"[878, 18, 28]",6.404,1449,651.587,848326
1563,Asteroid City,2023-06-16,"[35, 18]",6.52,1432,42.425,747188
1564,Renfield,2023-04-14,"[35, 27, 14]",6.625,1329,34.878,649609
1565,Operation Fortune: Ruse de Guerre,2023-03-03,"[28, 53, 35, 12]",6.541,1222,73.888,739405
1566,Poor Things,2023-12-08,"[878, 10749, 35]",8.123,1195,621.231,792307
1567,The Last Voyage of the Demeter,2023-08-11,"[53, 27]",7.033,1163,69.243,635910
1568,Expend4bles,2023-09-22,"[28, 12, 53]",6.367,1151,455.727,299054
1569,Winnie the Pooh: Blood and Honey,2023-02-15,"[27, 53]",5.194,1136,41.2,980078
1570,The Mother,2023-05-04,"[28, 53]",6.693,1115,76.761,552688
1571,"Red, White & Royal Blue",2023-08-10,"[35, 10749]",8.057,1033,54.485,930094
1572,Teenage Mutant Ninja Turtles: Mutant Mayhem,2023-08-02,"[16, 35, 28, 878]",7.278,1032,109.254,614930
1573,Leo,2023-11-17,"[16, 35, 10751]",7.5,936,194.647,1075794
1574,Hypnotic,2023-05-12,"[9648, 53, 28, 878]",6.332,935,101.046,536437
1575,Retribution,2023-08-25,"[28, 53, 80]",6.799,926,296.06,762430
1576,The Family Plan,2023-12-14,"[28, 35]",7.33,924,1007.602,1029575
1577,No One Will Save You,2023-09-22,"[27, 878, 53]",6.746,919,51.429,820609
1578,Haunted Mansion,2023-07-28,"[14, 35, 27, 10751]",6.561,878,39.857,616747
1579,Hidden Strike,2023-07-28,"[28, 12, 35, 53]",6.976,857,98.692,457332
1580,Kandahar,2023-05-26,"[28, 53]",6.903,858,118.701,717930
1581,"Ruby Gillman, Teenage Kraken",2023-06-30,"[16, 10751, 14, 35]",7.3,834,106.377,1040148
1582,Missing,2023-01-20,"[53, 9648]",7.508,833,24.264,768362
1583,Luther: The Fallen Sun,2023-02-24,"[80, 9648, 53]",6.715,813,26.195,722149
1584,The Exorcist: Believer,2023-10-06,[27],6.075,800,97.974,807172
1585,Nimona,2023-06-23,"[28, 12, 16, 35, 18, 14, 878]",7.956,782,46.514,961323
1586,Beau Is Afraid,2023-04-14,"[35, 12, 14]",6.75,783,40.577,798286
1587,The Holdovers,2023-10-27,"[35, 18]",7.782,783,82.263,840430
1588,To Catch a Killer,2023-04-21,[53],6.981,771,61.569,605886
1589,Wish,2023-11-22,"[16, 10751, 14, 12]",6.654,736,738.649,1022796
1590,Past Lives,2023-06-02,"[18, 10749]",7.856,748,102.91,666277
1591,Teen Wolf: The Movie,2023-01-18,"[28, 14, 10770]",7.559,729,38.331,877703
1592,The Boogeyman,2023-06-02,"[27, 53, 9648]",6.501,723,40.299,532408
1593,After Everything,2023-09-13,"[10749, 18]",6.953,692,111.112,820525
1594,The Wonderful Story of Henry Sugar,2023-09-20,"[35, 12, 14, 18]",7.278,686,33.627,923939
1595,Reptile,2023-09-29,[80],6.794,687,23.971,866463
1596,Your Place or Mine,2023-02-10,"[10749, 35]",6.298,672,20.118,703451
1597,Thanksgiving,2023-11-17,"[27, 9648, 53]",6.7,655,149.527,1071215
1598,Migration,2023-12-22,"[16, 28, 12, 35, 10751]",7.63,655,794.761,940551
1599,Totally Killer,2023-09-28,"[35, 27, 878]",6.924,642,34.617,974931
1600,Strays,2023-08-18,"[35, 12]",7.463,636,55.668,912908
1601,Trolls Band Together,2023-11-17,"[16, 10751, 10402, 14, 35]",7.278,635,221.812,901362
1602,You People,2023-01-20,"[10749, 35]",5.676,625,21.767,866413
1603,Peter Pan & Wendy,2023-04-25,"[10751, 14, 28, 12]",5.576,602,37.252,420808
1604,The Out-Laws,2023-07-07,"[10749, 28, 35]",6.064,592,79.323,921636
1605,Cobweb,2023-07-21,[27],6.689,586,53.475,709631
1606,The Black Demon,2023-04-28,"[53, 18]",6.135,582,43.673,890771
1607,Boston Strangler,2023-03-17,"[80, 9648, 53, 18, 36]",6.688,564,17.356,881164
1608,Freelance,2023-10-27,"[28, 35]",6.56,557,521.515,897087
1609,Beautiful Disaster,2023-04-12,"[10749, 18, 35]",6.606,556,40.721,1016121
1610,We Have a Ghost,2023-02-24,"[35, 14, 10751, 12, 27]",6.479,511,21.116,852096
